,index,year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate,depth,time,ID,date,start,end,mid_time_deciyear,type,Named_SSEs,Start,End,Average date of GPS maximum speed,Date of maximum moment rate,Maximum moment rate,Total moment released,start_yr,start_doy,start_dec_year,end_yr,end_doy,end_dec_year,Mw_Est,cent_long,cent_lat,Event,Start_year,Start_month,Start_day,End_year,End_month,End_day,Duration,Lon_geom,Lat_geom,Z_geom,Lon_pot,Lat_pot,Z_pot,Lon_mom,Lat_mom,Z_mom,Mw,Area,Potency,Moment,Max_slip,Mean_slip,Max_slip_rate,Mean_slip_rate,Start_time,End_time,year_time,SSE_number_michel2019,min_start,max_start,min_end,max_end,len,wid,str,M0,dur,Mw_error,Duration_error,Longitude,Latitude,Depth,Time,Aseismic_percent
711,25.0,2009.0,12.0,18.0,,,,35.356,141.39999,11.8,6.2,239.0,18.0,97.0,77.0,112.0,0.007,1987200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,11.8,2009-12-18 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,34.93,140.7,,6.2,,,,,,,691200.0,,Lou et al. in prep.,,33.8795852661,2009-12-20 07:40:48.000002,a08,2009.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,58.0,2009.0,12.0,25.0,,,,30.57,131.265,25.6,6.06,202.0,22.0,97.0,34.0,49.0,0.023,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,25.6,2009-12-25 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,2009.0,12.0,27.0,,,,61.82,-147.705,25.937,6.51,,5.0,54.0,,,0.2815,1382400.0,,Okada et al. (2023),,25.937,2009-12-27 00:00:00.000000,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.51,,,,,,,,,,,,,,,,8.7,60.6,209.0,7.39e+18,16.0,,,,,,,
717,57.0,2009.0,12.0,29.0,,,,33.951,134.183,25.2,6.22,242.0,12.0,118.0,122.0,50.0,0.011,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,25.2,2009-12-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,56.0,2010.0,1.0,4.0,,,,24.262,123.866,32.8,6.37,259.0,28.0,98.0,52.0,42.0,0.05,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,32.8,2010-01-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,690.0,2010.0,1.0,19.0,,,,33.555,135.453,21.2,5.65,282.0,17.0,141.0,51.0,35.0,0.005,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,21.2,2010-01-19 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,71.0,2010.0,1.0,29.0,,,,31.729,131.90601,18.764,6.2,196.9,18.3,69.5,153.0,43.0,0.009,1382400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,18.764,2010-01-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,-40.6744,174.3305,,5.93,,,,,,,3196800.0,,"Williams et al., in prep.",,50.2508,2010-02-03 12:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,22.0,2010.0,1.0,16.0,2010.0,2.0,22.0,37.0,174.3305,-40.6744,-50.2508,174.344,-40.6826,-49.5717,174.3388,-40.6776,-49.8718,5.93,1742.45095,13777100.0,8.7815e+17,9.92,7.91,112.15,77.91,2010-01-16,2010-02-22,,,,,,,,,,,,,,,,,,
723,,,,,,,,42.0,-123.5,,5.49,,,,,,,,,Michel et al. 2019,,40.6655197144,2010-02-10 03:35:59.999997,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.11,,,,,,,,,,,,,,,,,
724,,,,,,,,42.0,-123.75,,5.69,,,,,,,2522880.000004876,,Michel et al. 2019,,30.3683853149,2010-02-13 19:11:59.999997,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.12,22 & 23,2010.07,2010.09,2010.14,2010.18,,,,,,,,,,,,
725,,,,,,,,-23.79,-70.05,,5.77,,,,,,,2702592.0000000005,,"Jara et al., 2023",,45.21,2010-02-28 09:36:00.000003,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,31.28,,,,,,,,,,5.77,,,,,,,,,,,,,,,,,,,,,0.07,3.74,-70.05,-23.79,45.21,2010.16,100.0
726,70.0,2010.0,3.0,5.0,,,,33.178,132.82899,25.928,6.25,210.1,6.8,76.6,33.0,67.0,0.034,2764800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,25.928,2010-03-05 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,,,,,,,,-38.5114,178.4332,,6.62,,,,,,,16070400.0,,"Williams et al., in prep.",,10.6117,2010-03-06 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,21.0,2009.0,12.0,3.0,2010.0,6.0,7.0,186.0,178.4332,-38.5114,-10.6117,178.3674,-38.733,-8.9323,178.3387,-38.7284,-9.3432,6.62,10690.25442,577570000.0,9.61608e+18,152.42,54.03,1467.46,106.14,2009-12-03,2010-06-07,,,,,,,,,,,,,,,,,,
728,688.0,2010.0,3.0,9.0,,,,34.858,137.248,26.9,5.87,283.0,12.0,152.0,53.0,34.0,0.011,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,26.9,2010-03-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,50.0,2010.0,3.0,18.0,,,,35.818,142.121,11.8,6.28,195.0,14.0,89.0,39.0,41.0,0.053,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,11.8,2010-03-18 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,-39.5654,177.712,,6.77,,,,,,,20736000.0,,"Williams et al., in prep.",,11.031,2010-03-19 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,20.0,2009.0,11.0,19.0,2010.0,7.0,17.0,240.0,177.712,-39.5654,-11.031,177.8908,-39.5698,-9.0352,177.8299,-39.5643,-9.657,6.77,24315.24185,816893000.0,1.58606e+19,111.02,33.6,1076.78,51.21,2009-11-19,2010-07-17,,,,,,,,,,,,,,,,,,
734,,,,,,,,-38.5619,177.3014,,5.88,,,,,,,3283200.0,,"Williams et al., in prep.",,31.6683,2010-03-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,23.0,2010.0,3.0,1.0,2010.0,4.0,8.0,38.0,177.3014,-38.5619,-31.6683,177.3345,-38.5585,-30.5719,177.3221,-38.5574,-31.0433,5.88,1979.56146,18884200.0,7.31196e+17,15.0,9.54,204.21,91.74,2010-03-01,2010-04-08,,,,,,,,,,,,,,,,,,
735,,,,,,,,35.16,141.18,,6.2,,,,,,,2246400.0,,Lou et al. in prep.,,21.4428081512,2010-03-20 11:23:59.999997,a09,2010.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,65.0,2010.0,3.0,26.0,,,,34.384,136.254,33.725,5.73,216.6,21.5,73.7,62.0,17.0,0.011,2160000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,33.725,2010-03-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,-13.78,-76.58,,5.96,,,,,,,3229632.0000000005,,"Jara et al., 2023",,27.37,2010-04-09 13:11:59.999999,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,37.38,,,,,,,,,,5.96,,,,,,,,,,,,,,,,,,,,,0.11,3.16,-76.58,-13.78,27.37,2010.27,100.0
738,68.0,2010.0,4.0,19.0,,,,33.781,134.463,23.811,6.04,266.6,9.9,132.3,94.0,42.0,0.009,777600.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,23.811,2010-04-19 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,54.0,2010.0,5.0,13.0,,,,28.349,130.839,4.2,6.04,213.0,18.0,90.0,31.0,40.0,0.028,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,4.2,2010-05-13 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,53.0,2010.0,5.0,16.0,,,,32.872,132.61099,16.3,6.07,211.0,18.0,99.0,83.0,47.0,0.01,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,16.3,2010-05-16 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,-40.8347,177.2023,,5.85,,,,,,,3110400.0,,"Williams et al., in prep.",,8.2659,2010-05-16 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,24.0,2010.0,4.0,28.0,2010.0,6.0,3.0,36.0,177.2023,-40.8347,-8.2659,177.2055,-40.8301,-8.2729,177.2048,-40.8276,-8.2855,5.85,3165.10575,24466800.0,6.75054e+17,8.98,7.73,102.34,78.25,2010-04-28,2010-06-03,,,,,,,,,,,,,,,,,,
746,66.0,2010.0,5.0,26.0,,,,34.754,137.242,21.791,5.99,224.1,14.2,89.9,72.0,60.0,0.007,864000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,21.791,2010-05-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,52.0,2010.0,6.0,4.0,,,,27.048,128.91299,24.5,6.15,213.0,23.0,90.0,24.0,41.0,0.052,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,24.5,2010-06-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,51.0,2010.0,6.0,23.0,,,,26.096,128.05299,16.8,5.83,233.0,14.0,74.0,38.0,42.0,0.011,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,16.8,2010-06-23 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,49.0,2010.0,7.0,11.0,,,,24.584,125.979,26.8,6.32,239.0,22.0,139.0,82.0,38.0,0.03,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,26.8,2010-07-11 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,26.0,2010.0,7.0,16.0,,,,35.813,140.616,34.4,5.8,241.0,9.0,85.0,29.0,41.0,0.013,3456000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,34.4,2010-07-16 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,683.0,2010.0,7.0,31.0,,,,33.859,134.575,22.6,5.85,254.0,14.0,120.0,57.0,35.0,0.009,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,22.6,2010-07-31 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,51.0,2010.0,7.0,31.0,,,,36.081,140.687,46.4,6.0,185.0,22.0,91.0,32.0,34.0,0.029,3283200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,46.4,2010-07-31 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,48.0,2010.0,8.0,15.0,,,,33.195,133.14799,14.7,6.18,219.0,14.0,74.0,154.0,53.0,0.007,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,14.7,2010-08-15 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,47.5,-124.0,,5.76,,,,,,,,,Michel et al. 2019,,27.5828285217,2010-08-18 22:48:00.000003,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.63,,,,,,,,,,,,,,,,,
761,,,,,,,,-39.833,175.933,,6.99,,,,,,,48729600.0,,"Williams et al., in prep.",,35.2455,2010-08-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,19.0,2009.0,11.0,12.0,2011.0,5.0,30.0,564.0,175.933,-39.833,-35.2455,175.9234,-39.8449,-35.0612,175.888,-39.8493,-36.0299,6.99,8662.30367,785252000.0,3.37013e+19,213.26,90.65,496.8,58.7,2009-11-12,2011-05-30,,,,,,,,,,,,,,,,,,
762,47.0,2010.0,8.0,22.0,,,,24.237,123.941,31.1,6.58,258.0,27.0,104.0,67.0,46.0,0.075,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,31.1,2010-08-22 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,48.0,-123.5,,6.51,,,,,,,4099680.0000034417,,Michel et al. 2019,,35.8536949158,2010-08-22 14:24:00.000003,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.64,24,2010.59,2010.59,2010.71,2010.73,,,,,,,,,,,,
765,680.0,2010.0,9.0,9.0,,,,34.867,138.605,15.9,5.75,237.0,10.0,104.0,72.0,38.0,0.005,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,15.9,2010-09-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,52.0,2010.0,9.0,22.0,,,,35.523,140.06799,68.0,6.09,179.0,24.0,103.0,44.0,40.0,0.024,1900800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,68.0,2010-09-22 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,2010.0,9.0,22.0,,,,61.551,-150.172,34.961,6.52,,7.0,58.0,,,0.0122,1382400.0,,Okada et al. (2023),,34.961,2010-09-22 00:00:00.000000,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.52,,,,,,,,,,,,,,,,188.7,65.6,223.0,7.55e+18,16.0,,,,,,,
769,64.0,2010.0,9.0,25.0,,,,34.19,136.407,27.826,5.91,218.3,16.2,70.4,36.0,54.0,0.012,2332800.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,27.826,2010-09-25 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,,,,,,,-13.78,-76.92,,6.13,,,,,,,2052000.0,,"Jara et al., 2023",,18.57,2010-09-28 02:24:00.000000,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,23.75,,,,,,,,,,6.13,,,,,,,,,,,,,,,,,,,,,0.06,4.3,-76.92,-13.78,18.57,2010.74,100.0
772,27.0,2010.0,10.0,3.0,,,,34.641,140.66901,3.7,5.79,280.0,18.0,124.0,39.0,36.0,0.011,3110400.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,3.7,2010-10-03 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,39.03,142.1,,6.3,,,,,,,2246400.0,,Lou et al. in prep.,,42.8795127869,2010-10-14 12:36:00.000003,b04,2010.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,28.0,2010.0,10.0,22.0,,,,35.234,140.255,23.6,5.77,299.0,18.0,124.0,48.0,47.0,0.006,4147200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,23.6,2010-10-22 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,53.0,2010.0,10.0,23.0,,,,35.039,142.045,9.5,6.21,184.0,15.0,61.0,41.0,39.0,0.041,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,9.5,2010-10-23 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,5.0,2010.0,10.0,25.0,,,,33.41098,133.62752,19.905,6.6,239.0,12.2,89.7,78.0,66.0,0.05,39571200.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,19.905,2010-10-25 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,46.0,2010.0,10.0,29.0,,,,28.38,130.841,4.7,6.19,213.0,18.0,91.0,27.0,40.0,0.056,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,4.7,2010-10-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,,2010.0,10.0,30.0,,,,58.332,-154.661,69.919,6.72,,34.0,58.0,,,0.3019,5961600.0,,Okada et al. (2023),,69.919,2010-10-30 00:00:00.000000,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.72,,,,,,,,,,,,,,,,23.9,41.3,217.0,1.49e+19,69.0,,,,,,,
779,63.0,2010.0,11.0,7.0,,,,33.792,134.71201,24.369,5.92,273.7,12.8,138.2,101.0,31.0,0.008,3283200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,24.369,2010-11-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,28.0,2010.0,11.0,16.0,,,,34.84,137.33501,26.8,5.84,285.0,14.0,140.0,43.0,55.0,0.008,864000.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,26.8,2010-11-16 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,54.0,2010.0,11.0,20.0,,,,36.565,141.252,41.5,5.84,210.0,17.0,136.0,40.0,42.0,0.011,3110400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,41.5,2010-11-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,,2010.0,12.0,6.0,,,,16.25,-97.8,,7.2,,,,,,,15120000.0,,Graham et al. (2016),,40.0,2010-12-06 00:00:00.000000,,,,,,short_term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,45.0,2010.0,12.0,10.0,,,,33.379,132.875,24.3,6.15,224.0,18.0,99.0,132.0,41.0,0.009,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,24.3,2010-12-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,,,,,,,,18.174015,-100.144542,,6.54,,,,,,,950400.0,,Rousset et al. 2017,,40.9732818604,2010-12-26 12:35:59.999997,,2010.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,43.0,-124.0,,5.37,,,,,,,1892159.9999982791,,Michel et al. 2019,,23.1844577789,2011-01-19 05:59:59.999999,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.05,26,2011.0,2011.04,2011.07,2011.09,,,,,,,,,,,,
792,43.0,2011.0,1.0,22.0,,,,30.421,131.27499,24.2,6.26,205.0,20.0,79.0,70.0,37.0,0.029,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,24.2,2011-01-22 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,0.0,2011.0,1.0,29.0,,,,38.66,143.75999,8.8,7.0,190.0,3.0,90.0,100.0,35.0,0.4,3369600.0,YoshiIto2013-SSE,Ito et al. (2013),2018-06-25,8.8,2011-01-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,59.0,2011.0,2.0,3.0,,,,33.756,136.448,19.168,5.76,240.0,14.6,115.5,47.0,32.0,0.009,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,19.168,2011-02-03 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,42.0,2011.0,2.0,6.0,,,,28.333,130.797,5.2,6.34,214.0,17.0,61.0,32.0,39.0,0.078,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,5.2,2011-02-06 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,18.416273,-100.44004,,6.444,,,,,,,777600.0,,Rousset et al. 2017,,41.8393249512,2011-02-08 07:48:00.000001,,2011.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,41.0,2011.0,2.0,13.0,,,,25.922,128.44901,12.4,5.94,247.0,9.0,96.0,57.0,39.0,0.011,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,12.4,2011-02-13 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,-38.9368,178.2479,,5.83,,,,,,,5702400.0,,"Williams et al., in prep.",,8.6321,2011-02-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,25.0,2011.0,1.0,18.0,2011.0,3.0,25.0,66.0,178.2479,-38.9368,-8.6321,178.2425,-38.938,-8.6639,178.2114,-38.9399,-9.0147,5.83,2400.29623,36603300.0,6.24522e+17,19.84,15.25,120.26,82.84,2011-01-18,2011-03-25,,,,,,,,,,,,,,,,,,
801,,,,,,,,-23.29,-70.4,,5.72,,,,,,,3094848.0,,"Jara et al., 2023",,31.54,2011-02-28 09:36:00.000003,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,35.82,,,,,,,,,,5.72,,,,,,,,,,,,,,,,,,,,,0.13,3.42,-70.4,-23.29,31.54,2011.16,96.9
802,,,,,,,,9.916,-84.94374,,6.8,,,,,,,,,Xie et al. (2020),,35.0,2011-03-07 00:00:00.000000,,,,,,,2011.0,2010/09/01,2011/09/01,2011/03/07,2010/10/24,1.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,18.416273,-100.44004,,6.628,,,,,,,864000.0,,Rousset et al. 2017,,41.8393249512,2011-03-13 04:11:59.999998,,2011.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,61.0,2011.0,3.0,22.0,,,,33.773,134.383,23.573,5.83,264.7,9.6,129.9,88.0,47.0,0.004,1555200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,23.573,2011-03-22 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,40.0,2011.0,3.0,22.0,,,,26.283,128.026,21.6,5.74,247.0,18.0,145.0,13.0,30.0,0.032,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,21.6,2011-03-22 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,39.0,2011.0,3.0,28.0,,,,24.249,124.201,29.2,6.48,259.0,27.0,104.0,95.0,50.0,0.035,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,29.2,2011-03-28 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,3.0,2011.0,4.0,1.0,,,,33.592,133.34,21.0,6.389542839605321,212.8,6.4,86.9,159.0,35.0,0.023,,Takagi2016-SSE,Takagi et al. (2016),2018-06-25,21.0,2011-04-01 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,4.0,2011.0,4.0,10.0,,,,32.16292,131.86118,20.392,6.6,194.2,31.8,72.1,66.0,58.0,0.068,29808000.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,20.392,2011-04-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,-23.5,-70.49,,5.55,,,,,,,1047168.0,,"Jara et al., 2023",,29.71,2011-04-24 03:35:59.999998,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,12.12,,,,,,,,,,5.55,,,,,,,,,,,,,,,,,,,,,0.16,4.96,-70.49,-23.5,29.71,2011.31,99.99
811,,2011.0,4.0,28.0,,,,62.433,-148.488,36.983,6.59,,14.0,67.0,,,0.0322,1900800.0,,Okada et al. (2023),,36.983,2011-04-28 00:00:00.000000,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.59,,,,,,,,,,,,,,,,109.5,54.9,223.0,9.68e+18,22.0,,,,,,,
812,38.0,2011.0,4.0,29.0,,,,25.492,127.669,13.5,6.24,235.0,11.0,119.0,40.0,39.0,0.046,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,13.5,2011-04-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,37.0,2011.0,5.0,8.0,,,,28.407,130.826,5.6,6.22,214.0,18.0,81.0,27.0,40.0,0.06,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,5.6,2011-05-08 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
