publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty,Month,Year
2884444,earthquake,2008-03-24 17:24:21.423000+00:00,2013-02-18T14:13:00.000Z,174.41452,-41.28084,2.925,60.9295,ML,,GROPE,reviewed,manual,nz1dr,39,34,11,0.125,93,0.17689,0.107,3,2008
2884431,earthquake,2008-03-24 16:48:27.200000+00:00,2013-02-18T14:13:00.000Z,171.25246,-43.14578,1.926,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,6,0.384,144,0.27199,0.169,3,2008
2884428,earthquake,2008-03-24 16:39:34.124000+00:00,2013-02-18T14:13:00.000Z,172.78825,-41.23847,2.904,144.6197,ML,,GROPE,reviewed,manual,nz1dr,24,20,13,0.446,99,0.22672,0.229,3,2008
2884426,earthquake,2008-03-24 16:32:57.007000+00:00,2013-02-18T14:13:00.000Z,177.7365,-39.2605,1.788,19.5601,ML,,GROPE,reviewed,manual,nz1dr,8,5,2,0.169,224,0.19092,0.175,3,2008
2885017,earthquake,2008-03-24 16:25:18.376000+00:00,2013-02-18T14:14:00.000Z,172.62408,-43.04184,3.241,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,15,8,8,0.366,130,0.31558,0.26,3,2008
2884423,earthquake,2008-03-24 16:23:32.994000+00:00,2013-02-18T14:13:00.000Z,176.81596,-37.76046,1.955,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,8,0.224,177,0.31162,0.211,3,2008
2884419,earthquake,2008-03-24 16:13:32.385000+00:00,2013-02-18T14:13:00.000Z,178.25917,-38.37788,2.699,27.0378,ML,,GROPE,reviewed,manual,nz1dr,9,7,4,0.115,196,0.27989,0.162,3,2008
2884504,earthquake,2008-03-24 16:01:41.034000+00:00,2013-02-18T14:13:00.000Z,176.03551,-38.80449,1.515,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,11,6,0.098,108,0.17882,0.162,3,2008
2884415,earthquake,2008-03-24 16:01:23.424000+00:00,2013-02-18T14:13:00.000Z,176.56567,-40.26504,1.833,24.8049,ML,,GROPE,reviewed,manual,nz1dr,12,7,6,0.221,166,0.27981,0.201,3,2008
2884414,earthquake,2008-03-24 15:59:09.088000+00:00,2013-02-18T14:13:00.000Z,176.01665,-38.80726,2.423,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,24,24,16,0.104,87,0.14521,0.202,3,2008
2884411,earthquake,2008-03-24 15:50:37.423000+00:00,2013-02-18T14:13:00.000Z,178.33382,-38.39686,2.674,24.6288,ML,,GROPE,reviewed,manual,nz1dr,10,7,5,0.133,206,0.27922,0.222,3,2008
2884500,earthquake,2008-03-24 15:42:55.287000+00:00,2013-02-18T14:13:00.000Z,167.08543,-44.42056,2.724,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,6,0.653,258,0.16672,0.17,3,2008
2884408,earthquake,2008-03-24 15:40:05.476000+00:00,2013-02-18T14:13:00.000Z,177.69246,-37.23019,2.762,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,8,0.592,198,0.16013,0.243,3,2008
2884401,earthquake,2008-03-24 15:24:22.820000+00:00,2013-02-18T14:13:00.000Z,177.94844,-39.10052,1.886,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,1,0.063,227,0.22691,0.0,3,2008
2884398,earthquake,2008-03-24 15:17:23.164000+00:00,2013-02-18T14:13:00.000Z,178.0078,-39.13076,2.743,19.4678,ML,,GROPE,reviewed,manual,nz1dr,15,11,9,0.082,210,0.21376,0.273,3,2008
2884497,earthquake,2008-03-24 14:43:18.423000+00:00,2013-02-18T14:13:00.000Z,167.3884,-45.13645,2.637,88.2444,ML,,GROPE,reviewed,manual,nz1dr,14,9,9,0.369,193,0.19136,0.251,3,2008
2884390,earthquake,2008-03-24 14:42:42.492000+00:00,2013-02-18T14:13:00.000Z,176.83521,-37.80219,1.441,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,5,0.224,127,0.15959,0.076,3,2008
2884372,earthquake,2008-03-24 13:58:26.929000+00:00,2013-02-18T14:13:00.000Z,167.88248,-44.71771,2.23,95.2845,ML,,GROPE,reviewed,manual,nz1dr,11,6,6,0.053,218,0.18875,0.161,3,2008
2884368,earthquake,2008-03-24 13:47:37.863000+00:00,2013-02-18T14:13:00.000Z,171.38216,-42.83521,2.348,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,5,0.532,152,0.17694,0.321,3,2008
2884365,earthquake,2008-03-24 13:35:47.662000+00:00,2013-02-18T14:13:00.000Z,178.00909,-39.1251,2.442,16.5114,ML,,GROPE,reviewed,manual,nz1dr,12,7,5,0.085,219,0.20831,0.311,3,2008
2884331,earthquake,2008-03-24 11:46:21.357000+00:00,2013-02-18T14:13:00.000Z,177.56221,-39.0617,2.108,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,4,0.095,153,0.28397,0.099,3,2008
2884322,earthquake,2008-03-24 11:25:59.481000+00:00,2013-02-18T14:13:00.000Z,175.08598,-40.82394,1.888,34.8178,ML,,GROPE,reviewed,manual,nz1dr,11,8,6,0.064,173,0.14853,0.137,3,2008
2884320,earthquake,2008-03-24 11:19:53.446000+00:00,2013-02-18T14:12:00.000Z,167.12039,-45.48179,2.558,47.8721,ML,,GROPE,reviewed,manual,nz1dr,15,10,3,0.028,192,0.17769,0.07,3,2008
2884304,earthquake,2008-03-24 10:17:31.578000+00:00,2013-02-18T14:12:00.000Z,176.20235,-38.99751,2.163,72.6017,ML,,GROPE,reviewed,manual,nz1dr,16,10,5,0.136,97,0.19475,0.448,3,2008
2884291,earthquake,2008-03-24 09:35:30.387000+00:00,2013-02-18T14:12:00.000Z,176.67845,-37.83067,1.794,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,8,7,0.099,200,0.26252,0.107,3,2008
2884288,earthquake,2008-03-24 09:27:46.441000+00:00,2013-02-18T14:12:00.000Z,176.18857,-40.74014,2.061,26.7018,ML,,GROPE,reviewed,manual,nz1dr,12,7,4,0.073,174,0.17758,0.249,3,2008
2884286,earthquake,2008-03-24 09:24:14.310000+00:00,2013-02-18T14:12:00.000Z,175.323,-41.1499,1.705,25.4753,ML,,GROPE,reviewed,manual,nz1dr,14,7,5,0.135,95,0.10865,0.139,3,2008
2884285,earthquake,2008-03-24 09:17:54.904000+00:00,2013-02-18T14:12:00.000Z,177.37721,-37.41664,2.564,126.4787,ML,,GROPE,reviewed,manual,nz1dr,9,5,5,0.754,261,0.10335,0.349,3,2008
2884272,earthquake,2008-03-24 08:24:39.522000+00:00,2013-02-18T14:12:00.000Z,177.85426,-36.98317,3.828,124.0758,ML,,GROPE,reviewed,manual,nz1dr,20,15,5,0.683,231,0.18427,0.132,3,2008
2884267,earthquake,2008-03-24 08:07:45.386000+00:00,2013-02-18T14:12:00.000Z,177.69737,-39.06281,1.848,12.2795,ML,,GROPE,reviewed,manual,nz1dr,10,6,4,0.043,144,0.29621,0.071,3,2008
2884257,earthquake,2008-03-24 07:38:22.869000+00:00,2013-02-18T14:12:00.000Z,174.79282,-39.41429,1.97,30.8629,ML,,GROPE,reviewed,manual,nz1dr,21,16,15,0.289,122,0.1839,0.114,3,2008
2884243,earthquake,2008-03-24 06:55:28.999000+00:00,2013-02-18T14:12:00.000Z,172.77629,-42.33146,1.818,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,5,4,0.573,90,0.41321,0.114,3,2008
2884240,earthquake,2008-03-24 06:43:40.340000+00:00,2013-02-18T14:12:00.000Z,173.36852,-40.90044,2.599,123.6088,ML,,GROPE,reviewed,manual,nz1dr,18,11,6,0.318,161,0.33923,0.165,3,2008
2884239,earthquake,2008-03-24 06:40:59.652000+00:00,2013-02-18T14:12:00.000Z,167.39937,-44.75982,2.215,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,6,0.385,243,0.2903,0.292,3,2008
2884230,earthquake,2008-03-24 06:08:16.131000+00:00,2013-02-18T14:12:00.000Z,167.38365,-44.95517,3.281,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,15,11,8,0.477,207,0.13634,0.185,3,2008
2884229,earthquake,2008-03-24 06:05:05.463000+00:00,2013-02-18T14:12:00.000Z,174.3363,-41.46326,2.166,18.4084,ML,,GROPE,reviewed,manual,nz1dr,18,15,13,0.255,135,0.23387,0.139,3,2008
2884181,earthquake,2008-03-24 03:16:47.615000+00:00,2013-02-18T14:12:00.000Z,178.19298,-38.82041,2.835,44.9677,ML,,GROPE,reviewed,manual,nz1dr,11,7,3,0.263,210,0.22726,0.302,3,2008
2884180,earthquake,2008-03-24 03:11:54.480000+00:00,2013-02-18T14:12:00.000Z,167.19864,-44.99995,2.434,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,5,8,0.467,227,0.2217,0.205,3,2008
2884169,earthquake,2008-03-24 02:30:45.900000+00:00,2013-02-18T14:12:00.000Z,175.28194,-39.06385,3.388,149.9347,ML,,GROPE,reviewed,manual,nz1dr,43,36,20,0.121,92,0.26389,0.161,3,2008
2884142,earthquake,2008-03-24 01:09:50.615000+00:00,2013-02-18T14:12:00.000Z,176.68816,-40.08836,2.256,51.4957,ML,,GROPE,reviewed,manual,nz1dr,10,6,4,0.145,175,0.08621,0.259,3,2008
2884140,earthquake,2008-03-24 00:59:43.815000+00:00,2013-02-18T14:12:00.000Z,176.86314,-39.6181,2.706,41.5339,ML,,GROPE,reviewed,manual,nz1dr,25,23,7,0.171,82,0.35227,0.257,3,2008
2884137,earthquake,2008-03-24 00:47:02.118000+00:00,2013-02-18T14:12:00.000Z,172.60962,-43.03078,2.857,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,9,6,8,0.351,129,0.17188,0.199,3,2008
2884130,earthquake,2008-03-24 00:22:36.739000+00:00,2013-02-18T14:12:00.000Z,175.91643,-40.65342,1.915,27.4742,ML,,GROPE,reviewed,manual,nz1dr,10,6,3,0.127,95,0.132,0.099,3,2008
2884127,earthquake,2008-03-24 00:14:42.846000+00:00,2013-02-18T14:12:00.000Z,175.39328,-39.24608,1.666,20.7746,ML,,GROPE,reviewed,manual,nz1dr,13,9,9,0.124,214,0.06077,0.177,3,2008
2884116,earthquake,2008-03-23 23:39:10.768000+00:00,2013-02-18T14:12:00.000Z,176.79506,-37.88194,3.691,142.7731,ML,,GROPE,reviewed,manual,nz1dr,44,37,14,0.194,135,0.159,0.148,3,2008
2884114,earthquake,2008-03-23 23:28:58.010000+00:00,2013-02-18T14:12:00.000Z,174.8893,-39.12877,3.743,211.596,ML,,GROPE,reviewed,manual,nz1dr,52,47,16,0.102,87,0.26315,0.145,3,2008
2884112,earthquake,2008-03-23 23:21:20.798000+00:00,2013-02-18T14:12:00.000Z,173.37695,-41.62091,2.302,52.4303,ML,,GROPE,reviewed,manual,nz1dr,10,6,2,0.381,182,0.12704,0.133,3,2008
2884090,earthquake,2008-03-23 22:06:11.357000+00:00,2013-02-18T14:12:00.000Z,171.34732,-43.27166,2.336,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,5,0.488,122,0.36954,0.44,3,2008
2884076,earthquake,2008-03-23 21:15:27.386000+00:00,2013-02-18T14:12:00.000Z,175.38866,-39.11178,2.886,116.7701,ML,,GROPE,reviewed,manual,nz1dr,24,20,8,0.055,173,0.21124,0.262,3,2008
2884072,earthquake,2008-03-23 21:01:37.874000+00:00,2013-02-18T14:12:00.000Z,167.35071,-44.98824,2.234,92.7078,ML,,GROPE,reviewed,manual,nz1dr,6,4,5,0.663,254,0.22944,0.251,3,2008
2884064,earthquake,2008-03-23 20:33:47.385000+00:00,2013-02-18T14:12:00.000Z,176.83354,-37.80403,1.505,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,5,0.222,255,0.19376,0.195,3,2008
2884057,earthquake,2008-03-23 20:11:56.259000+00:00,2013-02-18T14:12:00.000Z,176.58482,-40.30227,2.744,25.3281,ML,,GROPE,reviewed,manual,nz1dr,23,17,9,0.261,175,0.30759,0.129,3,2008
2884054,earthquake,2008-03-23 19:55:16.771000+00:00,2013-02-18T14:12:00.000Z,176.49747,-38.62982,2.108,66.1074,ML,,GROPE,reviewed,manual,nz1dr,7,4,3,0.489,177,0.04713,0.102,3,2008
2884050,earthquake,2008-03-23 19:41:22.561000+00:00,2013-02-18T14:12:00.000Z,174.64464,-39.51908,2.324,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,30,24,25,0.354,67,0.22544,0.159,3,2008
2884024,earthquake,2008-03-23 18:21:07.778000+00:00,2013-02-18T14:12:00.000Z,175.40779,-39.24461,1.626,19.733,ML,,GROPE,reviewed,manual,nz1dr,16,12,12,0.067,142,0.08247,0.224,3,2008
2884013,earthquake,2008-03-23 17:49:46.340000+00:00,2013-02-18T14:12:00.000Z,175.05113,-41.23184,1.853,21.818,ML,,GROPE,reviewed,manual,nz1dr,17,12,10,0.123,72,0.10551,0.115,3,2008
2884012,earthquake,2008-03-23 17:47:35.682000+00:00,2013-02-18T14:12:00.000Z,173.79198,-41.24622,2.751,79.4497,ML,,GROPE,reviewed,manual,nz1dr,30,24,6,0.217,80,0.22069,0.118,3,2008
2884002,earthquake,2008-03-23 17:24:10.947000+00:00,2013-02-18T14:12:00.000Z,172.38144,-41.37361,2.037,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,8,4,5,0.554,143,0.06773,0.25,3,2008
2884060,earthquake,2008-03-23 17:07:34.638000+00:00,2013-02-18T14:12:00.000Z,172.40201,-41.33678,1.66,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,4,4,0.518,144,0.08254,0.187,3,2008
2883997,earthquake,2008-03-23 17:06:31.270000+00:00,2013-02-18T14:12:00.000Z,167.52846,-44.35174,2.128,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,7,5,5,0.431,264,0.07097,0.405,3,2008
2883995,earthquake,2008-03-23 17:02:51.302000+00:00,2013-02-18T14:12:00.000Z,176.47812,-37.93464,2.889,130.3839,ML,,GROPE,reviewed,manual,nz1dr,13,8,10,0.596,257,0.13947,0.317,3,2008
2883993,earthquake,2008-03-23 16:56:07.380000+00:00,2013-02-18T14:12:00.000Z,174.85379,-41.02162,2.374,48.9993,ML,,GROPE,reviewed,manual,nz1dr,21,17,6,0.164,88,0.13272,0.096,3,2008
2883990,earthquake,2008-03-23 16:40:53.554000+00:00,2013-02-18T14:12:00.000Z,176.85829,-37.82256,3.074,141.9545,ML,,GROPE,reviewed,manual,nz1dr,21,15,11,0.481,221,0.23728,0.221,3,2008
2883983,earthquake,2008-03-23 16:13:27.779000+00:00,2013-02-18T14:12:00.000Z,175.19063,-39.03817,2.854,229.0861,ML,,GROPE,reviewed,manual,nz1dr,12,8,7,0.735,220,0.25884,0.238,3,2008
2883977,earthquake,2008-03-23 15:52:44.946000+00:00,2013-02-18T14:12:00.000Z,166.97488,-45.15942,1.912,23.3956,ML,,GROPE,reviewed,manual,nz1dr,6,3,2,0.332,307,0.08608,0.074,3,2008
2883975,earthquake,2008-03-23 15:45:49.810000+00:00,2013-02-18T14:12:00.000Z,175.76158,-38.55763,3.243,169.0321,ML,,GROPE,reviewed,manual,nz1dr,21,18,17,0.669,198,0.18636,0.169,3,2008
2883973,earthquake,2008-03-23 15:40:58.731000+00:00,2013-02-18T14:12:00.000Z,177.77412,-36.5139,2.748,168.1123,ML,,GROPE,reviewed,manual,nz1dr,7,5,4,1.604,325,0.15858,0.153,3,2008
2883964,earthquake,2008-03-23 15:19:02.159000+00:00,2013-02-18T14:12:00.000Z,178.08366,-39.08453,1.675,18.8532,ML,,GROPE,reviewed,manual,nz1dr,8,5,2,0.154,273,0.26807,0.165,3,2008
2883963,earthquake,2008-03-23 15:13:34.276000+00:00,2013-02-18T14:12:00.000Z,167.1331,-45.10761,2.31,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,11,7,2,0.359,216,0.30329,0.11,3,2008
2883961,earthquake,2008-03-23 15:07:46.017000+00:00,2013-02-18T14:12:00.000Z,175.29262,-40.91555,1.768,26.0227,ML,,GROPE,reviewed,manual,nz1dr,11,7,5,0.134,85,0.09441,0.194,3,2008
2883947,earthquake,2008-03-23 14:27:44.710000+00:00,2013-02-18T14:12:00.000Z,174.95302,-39.96509,2.181,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,24,21,25,0.21,134,0.21841,0.133,3,2008
2883929,earthquake,2008-03-23 13:37:07.945000+00:00,2013-02-18T14:12:00.000Z,177.52527,-37.63533,2.546,57.2945,ML,,GROPE,reviewed,manual,nz1dr,10,6,5,0.624,222,0.14926,0.124,3,2008
2883908,earthquake,2008-03-23 12:39:08.886000+00:00,2013-02-18T14:12:00.000Z,177.4801,-38.89375,2.204,25.5035,ML,,GROPE,reviewed,manual,nz1dr,9,6,3,0.199,119,0.21983,0.12,3,2008
2883905,earthquake,2008-03-23 12:25:17.864000+00:00,2013-02-18T14:12:00.000Z,177.96619,-38.57239,3.35,44.6313,ML,,GROPE,reviewed,manual,nz1dr,29,23,7,0.208,120,0.26967,0.214,3,2008
2883904,earthquake,2008-03-23 12:21:22.588000+00:00,2013-03-13T11:24:00.000Z,172.62169,-43.04702,3.6,12.0,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,18,14,0,0.369,128,0.18176,0.0,3,2008
2883902,earthquake,2008-03-23 12:15:26.229000+00:00,2013-02-18T14:12:00.000Z,176.75989,-37.90307,2.089,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,5,0.107,209,0.16719,0.183,3,2008
2883886,earthquake,2008-03-23 11:25:23.740000+00:00,2013-02-18T14:12:00.000Z,175.05534,-40.83129,2.612,32.6191,ML,,GROPE,reviewed,manual,nz1dr,30,26,12,0.088,86,0.2043,0.119,3,2008
2883880,earthquake,2008-03-23 11:06:34.747000+00:00,2013-03-13T11:32:00.000Z,167.38246,-44.67256,3.8,5.0,Mw,operator assigned,GROPE,reviewed,manual,nz1dr,13,9,0,0.388,208,0.18158,0.0,3,2008
2883844,earthquake,2008-03-23 09:04:51.964000+00:00,2013-02-18T14:12:00.000Z,175.06572,-41.92648,2.146,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,14,9,8,0.382,297,0.1462,0.121,3,2008
2883840,earthquake,2008-03-23 08:56:39.170000+00:00,2013-02-18T14:12:00.000Z,174.1144,-41.71642,3.103,36.4699,ML,,GROPE,reviewed,manual,nz1dr,34,28,14,0.082,93,0.24692,0.166,3,2008
2883832,earthquake,2008-03-23 08:39:33.486000+00:00,2013-02-18T14:12:00.000Z,175.8793,-40.60274,2.06,32.0435,ML,,GROPE,reviewed,manual,nz1dr,14,8,7,0.175,112,0.06129,0.098,3,2008
2883796,earthquake,2008-03-23 06:49:51.170000+00:00,2013-02-18T14:12:00.000Z,177.16447,-37.22401,3.305,149.2687,ML,,GROPE,reviewed,manual,nz1dr,15,10,12,0.971,247,0.05456,0.129,3,2008
2883786,earthquake,2008-03-23 06:19:28.783000+00:00,2013-02-18T14:12:00.000Z,175.20778,-39.25465,1.506,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,12,11,0.113,216,0.14472,0.099,3,2008
2883778,earthquake,2008-03-23 05:54:11.795000+00:00,2013-02-18T14:12:00.000Z,175.07777,-41.08125,2.31,27.2324,ML,,GROPE,reviewed,manual,nz1dr,28,19,10,0.029,45,0.14801,0.114,3,2008
2883754,earthquake,2008-03-23 04:30:06.374000+00:00,2013-02-18T14:12:00.000Z,175.7514,-40.91528,1.927,26.391,ML,,GROPE,reviewed,manual,nz1dr,11,7,3,0.171,93,0.1199,0.133,3,2008
2883750,earthquake,2008-03-23 04:17:03.639000+00:00,2013-02-18T14:12:00.000Z,176.33243,-38.42765,2.936,93.5313,ML,,GROPE,reviewed,manual,nz1dr,17,13,10,0.138,217,0.25093,0.172,3,2008
2883749,earthquake,2008-03-23 04:13:00.763000+00:00,2013-02-18T14:11:00.000Z,176.27405,-40.25248,2.156,44.784,ML,,GROPE,reviewed,manual,nz1dr,13,9,6,0.095,119,0.26287,0.154,3,2008
2883748,earthquake,2008-03-23 04:10:36.769000+00:00,2013-02-18T14:11:00.000Z,174.46834,-41.14223,2.117,36.0187,ML,,GROPE,reviewed,manual,nz1dr,21,16,6,0.161,101,0.17341,0.161,3,2008
2883745,earthquake,2008-03-23 04:03:55.772000+00:00,2013-02-18T14:11:00.000Z,179.09933,-38.29386,3.356,33.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,7,9,0.699,263,0.25213,0.279,3,2008
2883729,earthquake,2008-03-23 03:17:32.816000+00:00,2013-02-18T14:11:00.000Z,173.90855,-39.81762,4.075,205.1753,ML,,GROPE,reviewed,manual,nz1dr,59,54,24,0.564,140,0.20959,0.186,3,2008
2883671,earthquake,2008-03-23 00:24:22.894000+00:00,2013-02-18T14:11:00.000Z,173.77394,-39.29585,2.595,12.4289,ML,,GROPE,reviewed,manual,nz1dr,11,8,19,0.075,291,0.17622,0.244,3,2008
2883668,earthquake,2008-03-23 00:15:52.895000+00:00,2013-02-18T14:11:00.000Z,177.87256,-39.23016,2.804,25.6627,ML,,GROPE,reviewed,manual,nz1dr,16,11,4,0.08,211,0.1935,0.105,3,2008
2883631,earthquake,2008-03-22 22:39:46.569000+00:00,2013-02-18T14:11:00.000Z,174.84587,-39.29799,2.232,30.0898,ML,,GROPE,reviewed,manual,nz1dr,20,15,16,0.185,160,0.19312,0.127,3,2008
2883629,earthquake,2008-03-22 22:32:28.548000+00:00,2013-02-18T14:11:00.000Z,173.96678,-40.47593,2.644,89.2179,ML,,GROPE,reviewed,manual,nz1dr,12,7,3,0.329,219,0.23745,0.246,3,2008
2883609,earthquake,2008-03-22 21:43:02.184000+00:00,2013-02-18T14:11:00.000Z,177.8873,-39.23712,2.937,24.431,ML,,GROPE,reviewed,manual,nz1dr,8,4,3,0.084,312,0.23057,0.156,3,2008
2883602,earthquake,2008-03-22 21:10:26.618000+00:00,2013-02-18T14:11:00.000Z,175.46945,-40.95334,1.729,22.2592,ML,,GROPE,reviewed,manual,nz1dr,11,7,5,0.208,109,0.16479,0.131,3,2008
2883599,earthquake,2008-03-22 20:57:49.971000+00:00,2013-02-18T14:11:00.000Z,168.61343,-44.93295,1.737,5.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,10,6,6,0.306,149,0.36358,0.172,3,2008
2883583,earthquake,2008-03-22 20:06:30.023000+00:00,2013-02-18T14:11:00.000Z,177.68581,-39.07071,2.441,11.5345,ML,,GROPE,reviewed,manual,nz1dr,11,7,4,0.048,105,0.29494,0.068,3,2008
2883555,earthquake,2008-03-22 18:42:11.203000+00:00,2013-02-18T14:11:00.000Z,178.58232,-39.77674,2.943,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,12,7,7,0.812,257,0.27265,0.085,3,2008
2883527,earthquake,2008-03-22 17:31:51.305000+00:00,2013-02-18T14:11:00.000Z,176.56741,-40.27211,1.675,21.086,ML,,GROPE,reviewed,manual,nz1dr,10,7,5,0.228,168,0.19111,0.214,3,2008
2883526,earthquake,2008-03-22 17:28:39.381000+00:00,2013-02-18T14:11:00.000Z,176.565,-40.2842,1.715,23.0986,ML,,GROPE,reviewed,manual,nz1dr,10,7,4,0.238,169,0.32655,0.259,3,2008
2883523,earthquake,2008-03-22 17:23:02.096000+00:00,2013-02-18T14:11:00.000Z,176.55167,-40.27133,2.027,22.3315,ML,,GROPE,reviewed,manual,nz1dr,12,8,6,0.222,165,0.2455,0.219,3,2008
2883522,earthquake,2008-03-22 17:20:46.095000+00:00,2013-02-18T14:11:00.000Z,176.57283,-40.28082,2.102,23.8076,ML,,GROPE,reviewed,manual,nz1dr,11,7,5,0.237,170,0.291,0.279,3,2008
2883506,earthquake,2008-03-22 16:45:20.198000+00:00,2013-02-18T14:11:00.000Z,176.58557,-40.29283,2.771,27.0161,ML,,GROPE,reviewed,manual,nz1dr,20,14,10,0.252,174,0.30476,0.152,3,2008
2883503,earthquake,2008-03-22 16:38:29.319000+00:00,2013-02-18T14:11:00.000Z,176.56775,-40.27555,1.797,22.3702,ML,,GROPE,reviewed,manual,nz1dr,12,7,5,0.231,168,0.27332,0.207,3,2008
2883491,earthquake,2008-03-22 16:10:03.218000+00:00,2013-02-18T14:11:00.000Z,177.92574,-39.09214,2.231,18.3609,ML,,GROPE,reviewed,manual,nz1dr,7,4,3,0.064,204,0.35562,0.135,3,2008
2883490,earthquake,2008-03-22 16:07:20.755000+00:00,2013-02-18T14:11:00.000Z,176.7998,-40.05073,2.934,56.9325,ML,,GROPE,reviewed,manual,nz1dr,45,38,5,0.051,144,0.26085,0.144,3,2008
2883487,earthquake,2008-03-22 15:57:08.764000+00:00,2013-02-18T14:11:00.000Z,176.29831,-40.2133,2.012,44.1636,ML,,GROPE,reviewed,manual,nz1dr,13,8,7,0.133,117,0.09033,0.19,3,2008
2883486,earthquake,2008-03-22 15:53:55.309000+00:00,2013-02-18T14:11:00.000Z,176.52863,-40.20676,2.233,50.1012,ML,,GROPE,reviewed,manual,nz1dr,13,7,5,0.156,148,0.14529,0.179,3,2008
2883457,earthquake,2008-03-22 14:40:41.155000+00:00,2013-02-18T14:11:00.000Z,175.55084,-41.45347,1.834,21.2875,ML,,GROPE,reviewed,manual,nz1dr,13,7,5,0.116,180,0.16012,0.206,3,2008
2883455,earthquake,2008-03-22 14:32:27.555000+00:00,2013-02-18T14:11:00.000Z,178.60687,-35.85871,4.328,192.038,ML,,GROPE,reviewed,manual,nz1dr,20,16,9,1.719,325,0.17459,0.121,3,2008
2883440,earthquake,2008-03-22 13:29:38.388000+00:00,2013-02-18T14:11:00.000Z,177.23401,-37.82383,2.652,66.2787,ML,,GROPE,reviewed,manual,nz1dr,12,8,5,0.447,166,0.21498,0.147,3,2008
2883434,earthquake,2008-03-22 13:08:19.761000+00:00,2013-02-18T14:11:00.000Z,175.82332,-38.45779,2.794,166.4516,ML,,GROPE,reviewed,manual,nz1dr,14,10,10,0.88,243,0.44661,0.252,3,2008
2883427,earthquake,2008-03-22 12:48:35.839000+00:00,2013-02-18T14:11:00.000Z,172.83925,-41.65267,2.853,86.2391,ML,,GROPE,reviewed,manual,nz1dr,22,19,11,0.122,81,0.32581,0.25,3,2008
2883418,earthquake,2008-03-22 12:20:22.502000+00:00,2013-02-18T14:11:00.000Z,175.59842,-40.84595,2.219,24.079,ML,,GROPE,reviewed,manual,nz1dr,21,15,11,0.083,80,0.1971,0.191,3,2008
2883417,earthquake,2008-03-22 12:16:39.276000+00:00,2013-02-18T14:11:00.000Z,174.23586,-41.63033,2.233,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,13,11,11,0.283,127,0.19505,0.319,3,2008
2883402,earthquake,2008-03-22 11:41:50.815000+00:00,2013-02-18T14:11:00.000Z,175.38858,-38.96788,1.651,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,16,12,11,0.216,220,0.1705,0.108,3,2008
2883399,earthquake,2008-03-22 11:25:47.073000+00:00,2013-02-18T14:11:00.000Z,175.71809,-39.51308,1.686,13.8262,ML,,GROPE,reviewed,manual,nz1dr,10,7,7,0.108,289,0.06271,0.134,3,2008
2883397,earthquake,2008-03-22 11:15:08.953000+00:00,2013-02-18T14:11:00.000Z,177.71294,-39.04389,1.945,12.0,ML,operator assigned,GROPE,reviewed,manual,nz1dr,6,4,1,0.037,177,0.33072,0.0,3,2008
